id,name,shortName,mode,networkId,impactedObjects
line:IDFM:C01116,84,84,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01116', 'name': '84', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02', 'c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491941', 'name': 'Assemblée Nationale', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28568', 'name': 'Sèvres - Babylone', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28673', 'name': 'Michel Debré', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28425', 'name': 'Rue du Bac - René Char', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:462449', 'name': 'Alsace', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24865', 'name': 'Pereire - Maréchal Juin', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28424', 'name': 'Charlotte Perriand', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:10298', 'name': 'Concorde - Royale', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:18715', 'name': 'Madeleine', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:40519', 'name': 'Pereire - Le Chatelier', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:462450', 'name': 'Reims-Pitet', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8060', 'name': 'Square Sainte-Odile', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22848', 'name': 'Reims - Hôtel des Impôts', 'disruptionIds': ['c4185d96-e2e7-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28415', 'name': 'Lille - Université', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37733', 'name': 'Saint-Sulpice', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:472157', 'name': 'Solférino - Bellechasse', 'disruptionIds': ['57fe15d8-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36305', 'name': 'Assemblée Nationale', 'disruptionIds': ['a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27326', 'name': 'Haussmann - Miromesnil', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22761', 'name': 'Rue du Bac - René Char', 'disruptionIds': ['9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22714', 'name': 'Charlotte Perriand', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:34161', 'name': 'Solferino - Bellechasse', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8316', 'name': 'Concorde Royale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29816', 'name': 'Lille - Université', 'disruptionIds': ['a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8413', 'name': 'Madeleine', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8434', 'name': 'Assemblée Nationale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:492646', 'name': 'Lille - Université', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02']}]"
line:IDFM:C01117,85,85,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01117', 'name': '85', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37383', 'name': 'Rochechouart - Clignancourt', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:23004', 'name': 'Eugène Sue', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:23003', 'name': 'Labat', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:23001', 'name': 'Muller', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:488330', 'name': 'Mairie du 18e - Jules Joffrin', 'disruptionIds': ['64af4ff8-e2a7-11ef-8b61-0a58a9feac02', 'd746f8da-e2c1-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01118,86,86,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01118', 'name': '86', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02', '569fd322-e2f4-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29790', 'name': 'Bastille - Henri IV', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27190', 'name': 'Saint-Mandé - Tourelle', 'disruptionIds': ['569fd322-e2f4-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24824', 'name': 'Mairie de Saint-Mandé', 'disruptionIds': ['569fd322-e2f4-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37227', 'name': 'Église de Saint-Mandé', 'disruptionIds': ['569fd322-e2f4-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36651', 'name': 'Institut du Monde Arabe', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26347', 'name': 'Sully - Morland', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27228', 'name': 'Pont Sully - Quai de Béthune', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29792', 'name': 'Bastille - Faubourg Saint-Antoine', 'disruptionIds': ['14469d4a-e249-11ef-bc92-0a58a9feac02']}]"
line:IDFM:C01119,87,87,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01119', 'name': '87', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29790', 'name': 'Bastille - Henri IV', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:9111', 'name': 'Bastille', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36737', 'name': ""Pont de l'Archevêché"", 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39470', 'name': 'Pont de la Tournelle - Cardinal Lemoine', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26347', 'name': 'Sully - Morland', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27228', 'name': 'Pont Sully - Quai de Béthune', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02', 'a7401024-e2d3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8434', 'name': 'Assemblée Nationale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36735', 'name': 'Notre-Dame - Quai de Montebello', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:470702', 'name': 'Saint-Michel', 'disruptionIds': ['0663e822-d24a-11ef-b3f5-0a58a9feac02']}]"
line:IDFM:C01120,88,88,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01120', 'name': '88', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28267', 'name': 'Institut Pasteur', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28029', 'name': 'Cambronne - Vaugirard', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28263', 'name': 'Falguière', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28028', 'name': 'Alleray', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22747', 'name': 'Pasteur - Falguiere', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02', 'b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39321', 'name': 'Vaugirard - Favorites', 'disruptionIds': ['b4fd5ff0-e2dd-11ef-adce-0a58a9feac02']}]"
line:IDFM:C01121,89,89,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01121', 'name': '89', 'disruptionIds': ['cc373562-e2b3-11ef-8f12-0a58a9feac02', '0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:40055', 'name': 'Bibliothèque François Mitterrand', 'disruptionIds': ['0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:472626', 'name': 'Quai de la Gare', 'disruptionIds': ['0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37563', 'name': 'Vincent Auriol', 'disruptionIds': ['0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24013', 'name': 'Bibliothèque Rue Mann', 'disruptionIds': ['0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24021', 'name': 'Bibliothèque Nationale de France', 'disruptionIds': ['0c54dd30-e2ea-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22639', 'name': 'Rennes - Littré', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:420012', 'name': 'Quai de la Gare', 'disruptionIds': ['cc373562-e2b3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37564', 'name': 'Vincent Auriol', 'disruptionIds': ['cc373562-e2b3-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24022', 'name': 'Bibliothèque Nationale de France', 'disruptionIds': ['cc373562-e2b3-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01122,91,91,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01122', 'name': '91', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463791', 'name': 'Gare Montparnasse', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37380', 'name': 'Montparnasse', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28238', 'name': 'Armorique - Musée Postal', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:461397', 'name': 'Montparnasse 2 - Gare TGV', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37360', 'name': 'Montparnasse - Rue du Départ', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37359', 'name': 'Gare Montparnasse', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28435', 'name': 'Montparnasse - Cinémas', 'disruptionIds': ['08c6a69e-e2ef-11ef-9114-0a58a9feac02']}]"
line:IDFM:C01123,92,92,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01123', 'name': '92', 'disruptionIds': ['a710f808-e2e6-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36302', 'name': 'École Militaire', 'disruptionIds': ['a710f808-e2e6-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22765', 'name': 'Bosquet - Grenelle', 'disruptionIds': ['a710f808-e2e6-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22766', 'name': 'Bosquet - Saint-Dominique', 'disruptionIds': ['a710f808-e2e6-11ef-9114-0a58a9feac02']}]"
line:IDFM:C01124,93,93,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01124', 'name': '93', 'disruptionIds': ['c9b27c38-e2c8-11ef-bc92-0a58a9feac02', '8b0f2a20-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:7931', 'name': 'Pompidou', 'disruptionIds': ['c9b27c38-e2c8-11ef-bc92-0a58a9feac02', '8b0f2a20-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28441', 'name': 'Wallace - Jean Jaurès', 'disruptionIds': ['c9b27c38-e2c8-11ef-bc92-0a58a9feac02', '8b0f2a20-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39494', 'name': 'De Pressensé', 'disruptionIds': ['c9b27c38-e2c8-11ef-bc92-0a58a9feac02', '8b0f2a20-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39445', 'name': 'Bas Rogers', 'disruptionIds': ['c9b27c38-e2c8-11ef-bc92-0a58a9feac02', '8b0f2a20-e2ce-11ef-bc92-0a58a9feac02']}]"
line:IDFM:C01125,94,94,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01125', 'name': '94', 'disruptionIds': ['32be2008-e2db-11ef-8b61-0a58a9feac02', '3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:34186', 'name': 'Rue du Bac - René Char', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22714', 'name': 'Charlotte Perriand', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27474', 'name': 'Legendre', 'disruptionIds': ['32be2008-e2db-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26276', 'name': 'Pereire - Tocqueville', 'disruptionIds': ['32be2008-e2db-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:477232', 'name': 'Pont Cardinet', 'disruptionIds': ['32be2008-e2db-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8434', 'name': 'Assemblée Nationale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:492646', 'name': 'Lille - Université', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8316', 'name': 'Concorde Royale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:480317', 'name': 'Pereire Saussure', 'disruptionIds': ['32be2008-e2db-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37566', 'name': 'Montparnasse', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22639', 'name': 'Rennes - Littré', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8413', 'name': 'Madeleine', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:34161', 'name': 'Solferino - Bellechasse', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491941', 'name': 'Assemblée Nationale', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28425', 'name': 'Rue du Bac - René Char', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28424', 'name': 'Charlotte Perriand', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26366', 'name': 'Rennes - Raspail', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:10298', 'name': 'Concorde - Royale', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36740', 'name': 'Madeleine', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22641', 'name': 'Rennes - Saint-Placide', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28415', 'name': 'Lille - Université', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22645', 'name': ""Montparnasse - Rue de l'Arrivée"", 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39490', 'name': 'Sèvres - Babylone', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:472157', 'name': 'Solférino - Bellechasse', 'disruptionIds': ['851b4e42-e2c8-11ef-bc92-0a58a9feac02']}]"
line:IDFM:C01126,95,95,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01126', 'name': '95', 'disruptionIds': ['fcff90ec-dffa-11ef-b2cf-0a58a9feac02', '5a673516-e2f6-11ef-9114-0a58a9feac02', '53444f1c-e2f6-11ef-8fb5-0a58a9feac02', 'a14f15b6-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26180', 'name': 'Musée du Louvre', 'disruptionIds': ['53444f1c-e2f6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36739', 'name': 'Palais Royal - Comédie Française', 'disruptionIds': ['53444f1c-e2f6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36556', 'name': 'Petits Champs - Danielle Casanova', 'disruptionIds': ['53444f1c-e2f6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28266', 'name': 'Pyramides', 'disruptionIds': ['53444f1c-e2f6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36914', 'name': 'Labrouste - Vouillé', 'disruptionIds': ['fcff90ec-dffa-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26186', 'name': 'Pont du Carrousel - Quai Voltaire', 'disruptionIds': ['53444f1c-e2f6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28267', 'name': 'Institut Pasteur', 'disruptionIds': ['fcff90ec-dffa-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28263', 'name': 'Falguière', 'disruptionIds': ['fcff90ec-dffa-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28238', 'name': 'Armorique - Musée Postal', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22747', 'name': 'Pasteur - Falguiere', 'disruptionIds': ['fcff90ec-dffa-11ef-b2cf-0a58a9feac02', 'f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22639', 'name': 'Rennes - Littré', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:34167', 'name': 'Pont du Carrousel - Quai Voltaire', 'disruptionIds': ['a14f15b6-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27071', 'name': 'Palais Royal - Comédie Française', 'disruptionIds': ['a14f15b6-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28264', 'name': 'Musée du Louvre', 'disruptionIds': ['a14f15b6-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22645', 'name': ""Montparnasse - Rue de l'Arrivée"", 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01127,96,96,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01127', 'name': '96', 'disruptionIds': ['8c97904a-e0b6-11ef-b937-0a58a9feac02', '2f970d74-de51-11ef-a594-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:422525', 'name': 'Hôtel de Ville', 'disruptionIds': ['2f970d74-de51-11ef-a594-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37546', 'name': 'Rue de Jouy', 'disruptionIds': ['2f970d74-de51-11ef-a594-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37580', 'name': 'Place des Vosges', 'disruptionIds': ['2f970d74-de51-11ef-a594-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26175', 'name': 'Saint-Paul', 'disruptionIds': ['2f970d74-de51-11ef-a594-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37566', 'name': 'Montparnasse', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37568', 'name': 'Gare Montparnasse', 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22639', 'name': 'Rennes - Littré', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36947', 'name': 'Hôtel de Ville', 'disruptionIds': ['8c97904a-e0b6-11ef-b937-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36948', 'name': 'Académie du Climat', 'disruptionIds': ['8c97904a-e0b6-11ef-b937-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:424219', 'name': 'Saint-Paul', 'disruptionIds': ['8c97904a-e0b6-11ef-b937-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22645', 'name': ""Montparnasse - Rue de l'Arrivée"", 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}]"
