id,name,shortName,mode,networkId,impactedObjects
line:IDFM:C01078,28,28,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01078', 'name': '28', 'disruptionIds': ['f3bf286c-e2f2-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39483', 'name': 'La Tour Maubourg - Saint-Dominique', 'disruptionIds': ['f3bf286c-e2f2-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39484', 'name': 'École Militaire', 'disruptionIds': ['f3bf286c-e2f2-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:41801', 'name': 'Invalides - La Tour Maubourg', 'disruptionIds': ['f3bf286c-e2f2-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26361', 'name': 'Duquesne - Lowendal', 'disruptionIds': ['f3bf286c-e2f2-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22645', 'name': ""Montparnasse - Rue de l'Arrivée"", 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01079,29,29,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01079', 'name': '29', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26182', 'name': 'Place des Vosges', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28401', 'name': 'Bastille - Beaumarchais', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29434', 'name': 'Rue Vieille du Temple', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29433', 'name': 'Archives - Rambuteau', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29439', 'name': 'Centre Georges Pompidou', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29449', 'name': ""Grenier Saint-Lazare - Quartier de l'Horloge"", 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29435', 'name': 'Sébastopol - Etienne Marcel', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29423', 'name': 'Turbigo - Etienne Marcel', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463562', 'name': 'Bastille', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29422', 'name': 'Payenne', 'disruptionIds': ['3748c248-e2e7-11ef-803f-0a58a9feac02']}]"
line:IDFM:C01080,30,30,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01080', 'name': '30', 'disruptionIds': ['fe1ca1a6-e2e6-11ef-803f-0a58a9feac02', 'f710b500-e2e6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28999', 'name': 'Trocadéro', 'disruptionIds': ['f710b500-e2e6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463578', 'name': 'Bir-Hakeim', 'disruptionIds': ['fe1ca1a6-e2e6-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22805', 'name': 'Kléber - Paul Valéry', 'disruptionIds': ['f710b500-e2e6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29453', 'name': 'Charles de Gaulle - Etoile - Kléber', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:482612', 'name': 'Bibliothèque A. Chedid', 'disruptionIds': ['fe1ca1a6-e2e6-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:482611', 'name': 'Linois - Emeriau', 'disruptionIds': ['fe1ca1a6-e2e6-11ef-803f-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22806', 'name': 'Kléber - Boissière', 'disruptionIds': ['f710b500-e2e6-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463574', 'name': 'Albert de Mun', 'disruptionIds': ['f710b500-e2e6-11ef-8fb5-0a58a9feac02']}]"
line:IDFM:C01082,32,32,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01082', 'name': '32', 'disruptionIds': ['d69d7b12-e0cc-11ef-b2cf-0a58a9feac02', '6b2191ca-e2f7-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25101', 'name': 'Pierre Charron - François 1er', 'disruptionIds': ['6b2191ca-e2f7-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25094', 'name': 'La Boétie - Champs-Élysées', 'disruptionIds': ['6b2191ca-e2f7-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25095', 'name': 'Marceau - Pierre 1er de Serbie - Place de Beyrouth', 'disruptionIds': ['6b2191ca-e2f7-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25102', 'name': 'La Muette - Boulainvilliers', 'disruptionIds': ['d69d7b12-e0cc-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25096', 'name': 'Passy - Boulainvilliers', 'disruptionIds': ['d69d7b12-e0cc-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25100', 'name': 'Louis Boilly', 'disruptionIds': ['d69d7b12-e0cc-11ef-b2cf-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:9122', 'name': 'Porte de Passy', 'disruptionIds': ['d69d7b12-e0cc-11ef-b2cf-0a58a9feac02']}]"
line:IDFM:C01084,39,39,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01084', 'name': '39', 'disruptionIds': ['448bd7ae-e2cb-11ef-8b61-0a58a9feac02', '79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02', '555cacf4-e2fb-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28238', 'name': 'Armorique - Musée Postal', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:492187', 'name': 'Gare Montparnasse', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22639', 'name': 'Rennes - Littré', 'disruptionIds': ['f37d64b2-e280-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37264', 'name': 'Louis Armand', 'disruptionIds': ['448bd7ae-e2cb-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:471765', 'name': 'Balard', 'disruptionIds': ['448bd7ae-e2cb-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28674', 'name': 'Bibliothèque Nationale', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28264', 'name': 'Musée du Louvre', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26766', 'name': 'Richelieu - 4 Septembre', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:479494', 'name': 'Suzanne Lenglen', 'disruptionIds': ['448bd7ae-e2cb-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22755', 'name': 'Palais Royal - Comédie Française', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26765', 'name': 'Grands Boulevards', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26770', 'name': 'Richelieu - Drouot', 'disruptionIds': ['79dbd60e-e2fb-11ef-9114-0a58a9feac02', '65a2d3d6-e2fb-11ef-9114-0a58a9feac02', '5ae5acfc-e2fb-11ef-9114-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22645', 'name': ""Montparnasse - Rue de l'Arrivée"", 'disruptionIds': ['c6c5db40-e288-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01085,42,42,Bus,network:IDFM:Operator_100,"[{'type': 'stop_point', 'id': 'stop_point:IDFM:8316', 'name': 'Concorde Royale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8413', 'name': 'Madeleine', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01086,43,43,Bus,network:IDFM:Operator_100,"[{'type': 'stop_point', 'id': 'stop_point:IDFM:35137', 'name': 'Friedland - Haussmann', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27326', 'name': 'Haussmann - Miromesnil', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27322', 'name': 'Haussmann - Courcelles', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}]"
line:IDFM:C02244,45,45,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C02244', 'name': '45', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8413', 'name': 'Madeleine', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:464012', 'name': 'Place du Maroc', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:420556', 'name': 'Crimée - Rosa Parks', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:23164', 'name': 'Curial - Crimée', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:10189', 'name': 'Mathis', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:23163', 'name': 'Curial - Archereau', 'disruptionIds': ['23ff1c1a-e22d-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8316', 'name': 'Concorde Royale', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', 'a32d1b44-e2ce-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01088,47,47,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01088', 'name': '47', 'disruptionIds': ['8face572-e2c4-11ef-bc92-0a58a9feac02', '80a30b7e-e251-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27072', 'name': ""Place d'Italie - Mairie du 13e"", 'disruptionIds': ['a6149d6c-df9c-11ef-aa1a-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24444', 'name': 'Italie - Tolbiac', 'disruptionIds': ['8face572-e2c4-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491730', 'name': 'Auguste Perret', 'disruptionIds': ['8face572-e2c4-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491937', 'name': 'Maison Blanche', 'disruptionIds': ['8face572-e2c4-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24441', 'name': 'Italie - Tolbiac', 'disruptionIds': ['80a30b7e-e251-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26726', 'name': 'Maison Blanche', 'disruptionIds': ['80a30b7e-e251-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491729', 'name': 'Auguste Perret', 'disruptionIds': ['80a30b7e-e251-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36944', 'name': ""Place d'Italie - Mairie du 13e"", 'disruptionIds': ['b3f7b9f0-df9c-11ef-b2cf-0a58a9feac02']}]"
line:IDFM:C01089,48,48,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01089', 'name': '48', 'disruptionIds': ['4de232f0-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24807', 'name': 'Les Marronniers', 'disruptionIds': ['9b0658a4-e26a-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26274', 'name': 'Place des Fêtes', 'disruptionIds': ['4de232f0-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24808', 'name': 'Pré-Saint-Gervais - Allés', 'disruptionIds': ['4de232f0-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:24819', 'name': 'Louise Thuliez', 'disruptionIds': ['4de232f0-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26260', 'name': 'Mouzaïa', 'disruptionIds': ['4de232f0-e2ce-11ef-8f12-0a58a9feac02']}]"
line:IDFM:C01090,52,52,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01090', 'name': '52', 'disruptionIds': ['3049cfea-dffa-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25400', 'name': 'Friedland - Haussmann', 'disruptionIds': ['3049cfea-dffa-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27324', 'name': 'Balzac', 'disruptionIds': ['3049cfea-dffa-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:484120', 'name': 'Charles De Gaulle Friedland', 'disruptionIds': ['e3714c7a-e206-11ef-8b61-0a58a9feac02', '69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25416', 'name': 'Charles de Gaulle - Etoile - Victor Hugo', 'disruptionIds': ['3049cfea-dffa-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25399', 'name': 'Charles de Gaulle - Etoile - Friedland', 'disruptionIds': ['3049cfea-dffa-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:35137', 'name': 'Friedland - Haussmann', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37114', 'name': 'Balzac', 'disruptionIds': ['e3714c7a-e206-11ef-8b61-0a58a9feac02', '69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8413', 'name': 'Madeleine', 'disruptionIds': ['3fdd33b4-e2db-11ef-bc92-0a58a9feac02', '9c934330-e2ce-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27322', 'name': 'Haussmann - Courcelles', 'disruptionIds': ['69e8bd04-e2c2-11ef-8b61-0a58a9feac02']}]"
line:IDFM:C01092,54,54,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01092', 'name': '54', 'disruptionIds': ['9afa674c-e0ad-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39806', 'name': 'Gare du Nord - Dunkerque', 'disruptionIds': ['9afa674c-e0ad-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:37117', 'name': ""Gare de l'Est"", 'disruptionIds': ['9afa674c-e0ad-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28252', 'name': 'Magenta - Maubeuge - Gare du Nord', 'disruptionIds': ['9afa674c-e0ad-11ef-abd9-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:39925', 'name': 'Valenciennes', 'disruptionIds': ['9afa674c-e0ad-11ef-abd9-0a58a9feac02']}]"
line:IDFM:C01093,56,56,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01093', 'name': '56', 'disruptionIds': ['5bb5bb40-e20b-11ef-bc92-0a58a9feac02', '01e73d70-e2ea-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36668', 'name': 'Avenue du Château', 'disruptionIds': ['5bb5bb40-e20b-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27880', 'name': 'Vignerons', 'disruptionIds': ['5bb5bb40-e20b-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27881', 'name': 'Bérault - Métro', 'disruptionIds': ['5bb5bb40-e20b-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36135', 'name': 'Avenue du Château', 'disruptionIds': ['01e73d70-e2ea-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27879', 'name': 'Vignerons', 'disruptionIds': ['01e73d70-e2ea-11ef-8fb5-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27877', 'name': 'Bérault - Métro', 'disruptionIds': ['01e73d70-e2ea-11ef-8fb5-0a58a9feac02']}]"
line:IDFM:C01095,58,58,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01095', 'name': '58', 'disruptionIds': ['eb659ddc-e206-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28692', 'name': 'Jean Moulin', 'disruptionIds': ['eb659ddc-e206-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28698', 'name': 'Hôpital Notre-Dame de Bon Secours', 'disruptionIds': ['eb659ddc-e206-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:28694', 'name': 'Alésia - les Plantes', 'disruptionIds': ['eb659ddc-e206-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:9136', 'name': 'Porte de Châtillon', 'disruptionIds': ['eb659ddc-e206-11ef-bc92-0a58a9feac02']}]"
line:IDFM:C02245,59,59,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C02245', 'name': '59', 'disruptionIds': ['9b89a2ca-e20d-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:27072', 'name': ""Place d'Italie - Mairie du 13e"", 'disruptionIds': ['a6149d6c-df9c-11ef-aa1a-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:464032', 'name': 'Insurrection Bleuzen', 'disruptionIds': ['9b89a2ca-e20d-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:8173', 'name': 'Rue de Châtillon', 'disruptionIds': ['9b89a2ca-e20d-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463997', 'name': 'Diderot', 'disruptionIds': ['9b89a2ca-e20d-11ef-bc92-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36944', 'name': ""Place d'Italie - Mairie du 13e"", 'disruptionIds': ['b3f7b9f0-df9c-11ef-b2cf-0a58a9feac02']}]"
line:IDFM:C01097,61,61,Bus,network:IDFM:Operator_100,"[{'type': 'line', 'id': 'line:IDFM:C01097', 'name': '61', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02', 'c5b2285e-e2c3-11ef-8f12-0a58a9feac02', '8725fd6c-e24c-11ef-8f12-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:30124', 'name': 'Jean Jaurès - Belvédère', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:30127', 'name': 'Place Séverine', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:30121', 'name': 'Jean Jaurès', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:22520', 'name': '8 mai 1945', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:26267', 'name': 'René Fonck', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:30123', 'name': 'Cimetière', 'disruptionIds': ['fbe0eca2-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36168', 'name': 'Quai de la Rapée', 'disruptionIds': ['c5b2285e-e2c3-11ef-8f12-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:29811', 'name': ""Place d'Italie - Auriol"", 'disruptionIds': ['b3f7b9f0-df9c-11ef-b2cf-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463816', 'name': ""Quai d'Austerlitz"", 'disruptionIds': ['c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463814', 'name': 'Cité de la Mode et du Design', 'disruptionIds': ['c5b2285e-e2c3-11ef-8f12-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463681', 'name': 'Quai de la Gare', 'disruptionIds': ['c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:10077', 'name': 'Les Alpes', 'disruptionIds': ['c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463815', 'name': 'Chevaleret', 'disruptionIds': ['c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:491709', 'name': ""Gare d'Austerlitz - Cour Seine"", 'disruptionIds': ['c5b2285e-e2c3-11ef-8f12-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:9131', 'name': 'Nationale', 'disruptionIds': ['c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463772', 'name': ""Place d'Italie"", 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02', 'c05c0b22-e2c3-11ef-8b61-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:36167', 'name': 'Quai de la Rapée', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:9516', 'name': ""Place d'Italie - Auriol"", 'disruptionIds': ['a6149d6c-df9c-11ef-aa1a-0a58a9feac02', '8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463793', 'name': 'Cité de la Mode et du Design', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463773', 'name': 'Chevaleret', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463774', 'name': ""Quai d'Austerlitz"", 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25740', 'name': 'Les Alpes', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:25745', 'name': 'Nationale', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:411308', 'name': ""Gare d'Austerlitz - Cour Seine"", 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}, {'type': 'stop_point', 'id': 'stop_point:IDFM:463524', 'name': 'Quai de la Gare', 'disruptionIds': ['8725fd6c-e24c-11ef-8f12-0a58a9feac02']}]"
